Unnamed: 0,Titre,Entrées,best_match,movie_boxoffice,movie_budget,movie_cast,movie_categories,movie_countries,movie_director,movie_id,movie_imdb_metascore,movie_imdb_nb_of_ratings,movie_imdb_popularity,movie_imdb_rating,movie_length,movie_original_title,movie_poster,movie_production_companies,movie_synopsis,movie_title,movie_url,movie_us_boxoffice,release_date,year
3216,6 Et L'Homme Créa La Femme United International Pictures (Uip) Bande-Annonce,165 836,,,,,,,,,,,,,,,,,,,,,,
3217,10 1 Duplex Pour 3 Tfm Distribution Bande-Annonce,101 217,,,,,,,,,,,,,,,,,,,,,,
3218,4 L'Armée Des Morts Metropolitan Filmexport Bande-Annonce,194 031,,,,,,,,,,,,,,,,,,,,,,
3219,10 Amour Et Amnésie Columbia Tristar Films Bande-Annonce,86 698,,,,,,,,,,,,,,,,,,,,,,
3220,1 Shrek 2 United International Pictures (Uip) Bande-Annonce,2 238 286,,,,,,,,,,,,,,,,,,,,,,
3221,4 Les Fils Du Vent Ufd Bande-Annonce,324 144,,,,,,,,,,,,,,,,,,,,,,
3222,7 Qui Perd Gagne! Bande-Annonce,276 501,,,,,,,,,,,,,,,,,,,,,,
3223,2 Double Zéro Warner Bros. France Bande-Annonce,657 839,,,,,,,,,,,,,,,,,,,,,,
3224,4 Le Rôle De Sa Vie Mars Distribution Bande-Annonce,219 223,,,,,,,,,,,,,,,,,,,,,,
3225,6 Honey United International Pictures (Uip) Bande-Annonce,148 345,,,,,,,,,,,,,,,,,,,,,,
3226,"9 Godsend, Expérience Interdite Metropolitan Filmexport Bande-Annonce",87 714,,,,,,,,,,,,,,,,,,,,,,
3227,2 Ladykillers Buena Vista International Bande-Annonce,409 006,,,,,,,,,,,,,,,,,,,,,,
3228,7 The Punisher Columbia Tristar Films Bande-Annonce,106 165,,,,,,,,,,,,,,,,,,,,,,
3229,1 Harry Potter Et Le Prisonnier D'Azkaban Warner Bros. France Bande-Annonce,2 503 699,,,,,,,,,,,,,,,,,,,,,,
3230,6 Street Dancers Columbia Tristar Films Bande-Annonce,132 502,,,,,,,,,,,,,,,,,,,,,,
3231,10 Madame Edouard Noé Productions Bande-Annonce,49 000,,,,,,,,,,,,,,,,,,,,,,
3232,1 Le Jour D'Après Ufd Bande-Annonce,1 009 004,,,,,,,,,,,,,,,,,,,,,,
3233,8 Mariage Mixte Quinta Distribution Bande-Annonce,120 617,,,,,,,,,,,,,,,,,,,,,,
3234,3 People Jet Set 2 Snd Bande-Annonce,413 755,,,,,,,,,,,,,,,,,,,,,,
3235,1 Troie Warner Bros. France Bande-Annonce,813 201,,,,,,,,,,,,,,,,,,,,,,
3236,3 La Mauvaise Éducation Pathé Bande-Annonce,314 807,,,,,,,,,,,,,,,,,,,,,,
3237,5 Kill Bill: Volume 2 Tfm Distribution Bande-Annonce,202 201,,,,,,,,,,,,,,,,,,,,,,
3238,8 La Vie Est Un Miracle ! Mars Distribution Bande-Annonce,77 022,,,,,,,,,,,,,,,,,,,,,,
3239,1 Van Helsing United International Pictures (Uip) Bande-Annonce,774 565,,,,,,,,,,,,,,,,,,,,,,
3240,9 Hypnotic First Look Pictures Releasing Bande-Annonce,63 259,,,,,,,,,,,,,,,,,,,,,,
3241,10 Mambo Italiano Metropolitan Filmexport Bande-Annonce,56 842,,,,,,,,,,,,,,,,,,,,,,
3242,"5 Taking Lives, Destins Violés Warner Bros. France Bande-Annonce",224 246,,,,,,,,,,,,,,,,,,,,,,
3243,7 La Grande Séduction Vues Du Québec Distribution Bande-Annonce,149 470,,,,,,,,,,,,,,,,,,,,,,
3244,1 Starsky Et Hutch Gaumont Buena Vista International (Gbvi) Bande-Annonce,657 019,,,,,,,,,,,,,,,,,,,,,,
3245,2 Mariages ! Pan Européenne Edition Bande-Annonce,533 360,,,,,,,,,,,,,,,,,,,,,,
3246,7 Instincts Meurtriers Snd Bande-Annonce,139 479,,,,,,,,,,,,,,,,,,,,,,
3247,5 Fenêtre Secrète Columbia Tristar Films Bande-Annonce,277 963,,,,,,,,,,,,,,,,,,,,,,
3248,7 Mission 3D Spy Kids 3 Tfm Distribution Bande-Annonce,242 396,,,,,,,,,,,,,,,,,,,,,,
3249,8 Le Convoyeur Mars Distribution Bande-Annonce,220 511,,,,,,,,,,,,,,,,,,,,,,
3250,9 Treize À La Douzaine Ufd Bande-Annonce,151 521,,,,,,,,,,,,,,,,,,,,,,
3251,10 Monster Metropolitan Filmexport Bande-Annonce,148 510,,,,,,,,,,,,,,,,,,,,,,
3252,1 Deux Frères Pathé Bande-Annonce,1 083 231,,,,,,,,,,,,,,,,,,,,,,
3253,4 Scooby-Doo 2 : Les Monstres Se Déchaînent Warner Bros. France Bande-Annonce,465 406,,,,,,,,,,,,,,,,,,,,,,
3254,5 Ong-Bak Europacorp Distribution Bande-Annonce,440 495,,,,,,,,,,,,,,,,,,,,,,
3255,2 La Passion Du Christ Saje Distribution Bande-Annonce,613 700,,,,,,,,,,,,,,,,,,,,,,
3256,3 Agents Secrets Tfm Distribution Bande-Annonce,395 151,,,,,,,,,,,,,,,,,,,,,,
3257,"5 L'Incruste, Fallait Pas Le Laisser Entrer ! Warner Bros. France Bande-Annonce",208 312,,,,,,,,,,,,,,,,,,,,,,
3258,6 Kiki La Petite Sorcière Bande-Annonce,146 351,,,,,,,,,,,,,,,,,,,,,,
3259,2 Immortel (Ad Vitam) Ufd Bande-Annonce,422 135,,,,,,,,,,,,,,,,,,,,,,
3260,3 Hidalgo Buena Vista Pictures Bande-Annonce,136 617,,,,,,,,,,,,,,,,,,,,,,
3261,5 Rock Academy United International Pictures (Uip) Bande-Annonce,116 366,,,,,,,,,,,,,,,,,,,,,,
3262,1 Les Choristes Pathé Bande-Annonce,786 220,,,,,,,,,,,,,,,,,,,,,,
3263,5 Le Maître Du Jeu Ufd Bande-Annonce,174 188,,,,,,,,,,,,,,,,,,,,,,
3264,10 Les Disparues Columbia Tristar Films Bande-Annonce,71 975,,,,,,,,,,,,,,,,,,,,,,
3265,1 Polly Et Moi United International Pictures (Uip) Bande-Annonce,461 735,,,,,,,,,,,,,,,,,,,,,,
3266,2 Une Vie À T'Attendre Mars Distribution Bande-Annonce,439 255,,,,,,,,,,,,,,,,,,,,,,
3267,7 L'Effet Papillon Metropolitan Filmexport Bande-Annonce,238 772,,,,,,,,,,,,,,,,,,,,,,
3268,1 Malabar Princess Warner Bros. France Bande-Annonce,365 573,,,,,,,,,,,,,,,,,,,,,,
3269,3 Big Fish Columbia Tristar Films Bande-Annonce,351 353,,,,,,,,,,,,,,,,,,,,,,
3270,5 Paycheck United International Pictures (Uip) Bande-Annonce,311 308,,,,,,,,,,,,,,,,,,,,,,
3271,6 Confidences Trop Intimes Mars Distribution Bande-Annonce,300 226,,,,,,,,,,,,,,,,,,,,,,
3272,10 Open Range Pathé Bande-Annonce,181 641,,,,,,,,,,,,,,,,,,,,,,
3273,1 Les Rivières Pourpres 2 - Les Anges De L'Apocalypse Europacorp Distribution Bande-Annonce,908 719,,,,,,,,,,,,,,,,,,,,,,
3274,5 Le Manoir Hanté Et Les 999 Fantômes Bande-Annonce,381 442,,,,,,,,,,,,,,,,,,,,,,
3275,7 Retour À Cold Mountain Tfm Distribution Bande-Annonce,303 816,,,,,,,,,,,,,,,,,,,,,,
3276,1 Podium Mars Distribution Bande-Annonce,1 154 169,,,,,,,,,,,,,,,,,,,,,,
3277,4 Blueberry Ufd Bande-Annonce,413 940,,,,,,,,,,,,,,,,,,,,,,
3278,1 Les 11 Commandements Pathé Bande-Annonce,961 182,,,,,,,,,,,,,,,,,,,,,,
3279,4 Peter Pan Columbia Tristar Films Bande-Annonce,341 151,,,,,,,,,,,,,,,,,,,,,,
3280,5 Tout Peut Arriver Warner Bros. France Bande-Annonce,306 942,,,,,,,,,,,,,,,,,,,,,,
3281,7 La Planète Bleue Bac Films Bande-Annonce,199 741,,,,,,,,,,,,,,,,,,,,,,
3282,1 Rrrrrrr !!! Mars Distribution Bande-Annonce,931 372,,,,,,,,,,,,,,,,,,,,,,
3283,2 Frère Des Ours Bande-Annonce,706 876,,,,,,,,,,,,,,,,,,,,,,
3284,8 Out Of Time Ufd Bande-Annonce,117 652,,,,,,,,,,,,,,,,,,,,,,
3285,2 Le Sourire De Mona Lisa Columbia Tristar Films Bande-Annonce,337 134,,,,,,,,,,,,,,,,,,,,,,
3286,4 21 Grammes Arp Sélection Bande-Annonce,204 787,,,,,,,,,,,,,,,,,,,,,,
3287,7 Massacre À La Tronçonneuse Focus Features Bande-Annonce,139 536,,,,,,,,,,,,,,,,,,,,,,
3288,1 Le Dernier Samouraï Warner Bros. France Bande-Annonce,729 476,,,,,,,,,,,,,,,,,,,,,,
3289,5 Albert Est Méchant Le Teaser,206 041,,,,,,,,,,,,,,,,,,,,,,
3290,10 Les Amateurs Vision Distribution Bande-Annonce,77 947,,,,,,,,,,,,,,,,,,,,,,
3291,2 Gothika Columbia Tristar Films Bande-Annonce,462 828,,,,,,,,,,,,,,,,,,,,,,
3292,4 Lost In Translation Pathé Bande-Annonce,227 258,,,,,,,,,,,,,,,,,,,,,,
3293,5 Nathalie... Mars Distribution Bande-Annonce,222 987,,,,,,,,,,,,,,,,,,,,,,
3294,10 Deux En Un Ufd Bande-Annonce,87 082,,,,,,,,,,,,,,,,,,,,,,
3295,3 Master & Commander : De L'Autre Côté Du Monde United International Pictures (Uip) Bande-Annonce,391 951,,,,,,,,,,,,,,,,,,,,,,
3296,8 Calendar Girls Gaumont Buena Vista International (Gbvi) Le Teaser,102 919,,,,,,,,,,,,,,,,,,,,,,
3297,3 Scary Movie 3 Tfm Distribution Bande-Annonce,697 852,,,,,,,,,,,,,,,,,,,,,,
3298,5 Freaky Friday Dans La Peau De Ma Mère Bande-Annonce,243 106,,,,,,,,,,,,,,,,,,,,,,
3299,1 Le Seigneur Des Anneaux : Le Retour Du Roi Warner Bros. France Bande-Annonce,2 935 984,,,,,,,,,,,,,,,,,,,,,,
3300,3 Après Vous... Mars Distribution Bande-Annonce,267 958,,,,,,,,,,,,,,,,,,,,,,
3301,8 In The Cut Pathé Bande-Annonce,135 900,,,,,,,,,,,,,,,,,,,,,,
3302,2 Ripoux 3 Bande-Annonce,280 234,,,,,,,,,,,,,,,,,,,,,,
3303,5 Les Looney Tunes Passent À L'Action Warner Bros. France Bande-Annonce,205 110,,,,,,,,,,,,,,,,,,,,,,
3304,9 Les Clefs De Bagnole Rezo Films Bande-Annonce,101 764,,,,,,,,,,,,,,,,,,,,,,
3305,3 Love Actually Studiocanal Bande-Annonce,290 429,,,,,,,,,,,,,,,,,,,,,,
3306,4 S.W.A.T. Unité D'Élite Columbia Tristar Films Bande-Annonce,289 712,,,,,,,,,,,,,,,,,,,,,,
3307,5 Pas Sur La Bouche Pathé Bande-Annonce,210 091,,,,,,,,,,,,,,,,,,,,,,
3308,8 La Prophétie Des Grenouilles Bac Films Bande-Annonce,96 519,,,,,,,,,,,,,,,,,,,,,,
3309,1 Le Monde De Nemo The Walt Disney Company France Bande-Annonce,2 056 621,,,,,,,,,,,,,,,,,,,,,,
3310,2 Kill Bill: Volume 1 Tfm Distribution Bande-Annonce,651 264,,,,,,,,,,,,,,,,,,,,,,
3311,10 Le Retour Océan Films Bande-Annonce,42 043,,,,,,,,,,,,,,,,,,,,,,
3312,1 Intolérable Cruauté United International Pictures (Uip) Bande-Annonce,563 086,,,,,,,,,,,,,,,,,,,,,,
3313,2 Michel Vaillant Europacorp Distribution Bande-Annonce,460 777,,,,,,,,,,,,,,,,,,,,,,
3314,7 Souviens-Toi De Moi Bande-Annonce,78 193,,,,,,,,,,,,,,,,,,,,,,
3315,1 Matrix Revolutions Warner Bros. France Bande-Annonce,2 121 172,,,,,,,,,,,,,,,,,,,,,,
3316,3 Mauvais Esprit Pathé Bande-Annonce,489 107,,,,,,,,,,,,,,,,,,,,,,
3317,4 Les Sentiments Arp Sélection Bande-Annonce,422 226,,,,,,,,,,,,,,,,,,,,,,
3318,5 France Boutique Bande-Annonce,222 611,,,,,,,,,,,,,,,,,,,,,,
3319,6 Freddy Contre Jason Metropolitan Filmexport Bande-Annonce,211 082,,,,,,,,,,,,,,,,,,,,,,
3320,"8 Anything Else, La Vie Et Tout Le Reste Bac Films",191 412,,,,,,,,,,,,,,,,,,,,,,
3321,1 Tais-Toi ! Ufd Bande-Annonce,900 106,,,,,,,,,,,,,,,,,,,,,,
3322,4 Les Aventures De Porcinet Bande-Annonce,289 942,,,,,,,,,,,,,,,,,,,,,,
3323,6 Desperado 2 - Il Était Une Fois Au Mexique Bande-Annonce,259 782,,,,,,,,,,,,,,,,,,,,,,
3324,7 Elephant Mk2 Diffusion Bande-Annonce,246 419,,,,,,,,,,,,,,,,,,,,,,
3325,8 Ecole Paternelle Columbia Tristar Films Bande-Annonce,203 655,,,,,,,,,,,,,,,,,,,,,,
3326,9 Les Razmoket Rencontrent Les Delajungle United International Pictures (Uip) Bande-Annonce,125 277,,,,,,,,,,,,,,,,,,,,,,
3327,1 Bad Boys Ii Columbia Tristar Films Bande-Annonce,689 293,,,,,,,,,,,,,,,,,,,,,,
3328,2 American Pie : Marions-Les ! United International Pictures (Uip) Bande-Annonce,633 192,,,,,,,,,,,,,,,,,,,,,,
3329,3 Mystic River Warner Bros. France Bande-Annonce,310 512,,,,,,,,,,,,,,,,,,,,,,
3330,4 Janis Et John Mars Distribution Bande-Annonce,176 689,,,,,,,,,,,,,,,,,,,,,,
3331,9 Cette Femme-Là Tfm Distribution Bande-Annonce,77 901,,,,,,,,,,,,,,,,,,,,,,
3332,"5 Pur Sang, La Légende De Seabiscuit Bande-Annonce",135 693,,,,,,,,,,,,,,,,,,,,,,
3333,1 La Ligue Des Gentlemen Extraordinaires Ufd Bande-Annonce,453 205,,,,,,,,,,,,,,,,,,,,,,
3334,2 Je Reste ! Pathé Bande-Annonce,301 211,,,,,,,,,,,,,,,,,,,,,,
3335,9 Hollywood Homicide Columbia Tristar Films Bande-Annonce,105 415,,,,,,,,,,,,,,,,,,,,,,
3336,1 Hero United International Pictures (Uip) Bande-Annonce,329 213,,,,,,,,,,,,,,,,,,,,,,
3337,2 Les Invasions Barbares Bande-Annonce,326 246,,,,,,,,,,,,,,,,,,,,,,
3338,3 Underworld Snd Bande-Annonce,311 831,,,,,,,,,,,,,,,,,,,,,,
3339,8 Identity Columbia Tristar Films Bande-Annonce,138 606,,,,,,,,,,,,,,,,,,,,,,
3340,1 Jeux D'Enfants Mars Distribution Bande-Annonce,341 667,,,,,,,,,,,,,,,,,,,,,,
3341,3 Braquage À L'Italienne United International Pictures (Uip) Bande-Annonce,264 813,,,,,,,,,,,,,,,,,,,,,,
3342,4 Les Associés Warner Bros. France Bande-Annonce,172 372,,,,,,,,,,,,,,,,,,,,,,
3343,7 Monsieur Ibrahim Et Les Fleurs Du Coran Arp Sélection Bande-Annonce,103 438,,,,,,,,,,,,,,,,,,,,,,
3344,3 Good Bye Lenin ! Océan Films Bande-Annonce,163 695,,,,,,,,,,,,,,,,,,,,,,
3345,8 Bye Bye Love Ufd Bande-Annonce,83 263,,,,,,,,,,,,,,,,,,,,,,
3346,9 Dédales Ctv International Bande-Annonce,76 753,,,,,,,,,,,,,,,,,,,,,,
3347,1 Bruce Tout-Puissant Bande-Annonce,1 034 327,,,,,,,,,,,,,,,,,,,,,,
3348,6 Bienvenue Au Gîte Mars Distribution Bande-Annonce,153 724,,,,,,,,,,,,,,,,,,,,,,
3349,"9 Dirty Pretty Things, Loin De Chez Eux Tfm Distribution Bande-Annonce",104 553,,,,,,,,,,,,,,,,,,,,,,
3350,3 Phone Game Ufd Bande-Annonce,352 841,,,,,,,,,,,,,,,,,,,,,,
3351,6 La Petite Lili Bande-Annonce,188 533,,,,,,,,,,,,,,,,,,,,,,
3352,7 The Eye Europacorp Distribution Bande-Annonce,115 376,,,,,,,,,,,,,,,,,,,,,,
3353,10 Espion Amateur Tfm Distribution Bande-Annonce,86 191,,,,,,,,,,,,,,,,,,,,,,
3354,2 Lara Croft Tomb Raider Le Berceau De La Vie United International Pictures (Uip) Bande-Annonce,650 146,,,,,,,,,,,,,,,,,,,,,,
3355,4 Père Et Fils Bande-Annonce,360 968,,,,,,,,,,,,,,,,,,,,,,
3356,5 Les Egarés Mars Distribution Bande-Annonce,182 181,,,,,,,,,,,,,,,,,,,,,,
3357,7 Dark Blue Metropolitan Filmexport Bande-Annonce,93 821,,,,,,,,,,,,,,,,,,,,,,
3358,1 Pirates Des Caraïbes : La Malédiction Du Black Pearl Bande-Annonce,1 181 208,,,,,,,,,,,,,,,,,,,,,,
3359,6 Dumb & Dumberer : Quand Harry Rencontra Lloyd Metropolitan Filmexport Bande-Annonce,80 386,,,,,,,,,,,,,,,,,,,,,,
3360,9 Le Talisman Pathé Bande-Annonce,74 094,,,,,,,,,,,,,,,,,,,,,,
3361,1 Terminator 3 : Le Soulèvement Des Machines Columbia Tristar Films Bande-Annonce,1 506 449,,,,,,,,,,,,,,,,,,,,,,
3362,7 Rencontre Avec Le Dragon Diaphana Films Bande-Annonce,77 178,,,,,,,,,,,,,,,,,,,,,,
3363,10 Bronx À Bel Air Bande-Annonce,68 464,,,,,,,,,,,,,,,,,,,,,,
3364,1 Le Coût De La Vie Pathé Bande-Annonce,311 801,,,,,,,,,,,,,,,,,,,,,,
3365,6 Le Royaume Des Chats Bande-Annonce,103 751,,,,,,,,,,,,,,,,,,,,,,
3366,9 Détour Mortel Luminor (Ctv) Bande-Annonce,64 797,,,,,,,,,,,,,,,,,,,,,,
3367,10 8 Jours Et 8 Nuits À Cancun Metropolitan Filmexport Bande-Annonce,59 421,,,,,,,,,,,,,,,,,,,,,,
3368,1 Johnny English Mars Distribution Bande-Annonce,428 078,,,,,,,,,,,,,,,,,,,,,,
3369,3 Les Larmes Du Soleil Columbia Tristar Films Bande-Annonce,241 051,,,,,,,,,,,,,,,,,,,,,,
3370,7 Blue Crush United International Pictures (Uip) Bande-Annonce,103 479,,,,,,,,,,,,,,,,,,,,,,
3371,10 Influences Ctv International Bande-Annonce,65 217,,,,,,,,,,,,,,,,,,,,,,
3372,1 Charlie'S Angels - Les Anges Se Déchaînent Columbia Tristar Films Bande-Annonce,666 221,,,,,,,,,,,,,,,,,,,,,,
3373,9 L'Outremangeur Tfm Distribution Bande-Annonce,57 557,,,,,,,,,,,,,,,,,,,,,,
3374,10 Kangourou Jack Warner Bros. France Bande-Annonce,57 467,,,,,,,,,,,,,,,,,,,,,,
3375,2 Sinbad - La Légende Des Sept Mers United International Pictures (Uip) Bande-Annonce,255 559,,,,,,,,,,,,,,,,,,,,,,
3376,5 American Party - Van Wilder Relations Publiques Metropolitan Filmexport Bande-Annonce,79 533,,,,,,,,,,,,,,,,,,,,,,
3377,7 Shanghaï Kid Ii Bande-Annonce,77 887,,,,,,,,,,,,,,,,,,,,,,
3378,1 Hulk United International Pictures (Uip) Bande-Annonce,815 461,,,,,,,,,,,,,,,,,,,,,,
3379,5 Nos Enfants Chéris Bande-Annonce,110 407,,,,,,,,,,,,,,,,,,,,,,
3380,2 7 Ans De Mariage Ufd Bande-Annonce,357 255,,,,,,,,,,,,,,,,,,,,,,
3381,5 Les Enfants De La Pluie Mk2 Diffusion Bande-Annonce,111 967,,,,,,,,,,,,,,,,,,,,,,
3382,6 À La Petite Semaine Mars Distribution Bande-Annonce,110 304,,,,,,,,,,,,,,,,,,,,,,
3383,1 2 Fast 2 Furious United International Pictures (Uip) Bande-Annonce,804 821,,,,,,,,,,,,,,,,,,,,,,
3384,3 En Sursis Warner Bros. France Bande-Annonce,271 694,,,,,,,,,,,,,,,,,,,,,,
3385,6 Cube²: Hypercube Metropolitan Filmexport Bande-Annonce,221 326,,,,,,,,,,,,,,,,,,,,,,
3386,3 La Recrue Bande-Annonce,159 490,,,,,,,,,,,,,,,,,,,,,,
3387,4 Le Mystère De La Chambre Jaune Ufd Bande-Annonce,158 505,,,,,,,,,,,,,,,,,,,,,,
3388,5 Les Triplettes De Belleville Gebeka Films Bande-Annonce,119 795,,,,,,,,,,,,,,,,,,,,,,
3389,7 Comment Se Faire Larguer En 10 Leçons United International Pictures (Uip) Bande-Annonce,96 861,,,,,,,,,,,,,,,,,,,,,,
3390,8 Confessions D'Un Homme Dangereux Tfm Distribution Bande-Annonce,87 945,,,,,,,,,,,,,,,,,,,,,,
3391,9 Filles Uniques Bac Films Bande-Annonce,82 786,,,,,,,,,,,,,,,,,,,,,,
3392,10 Nuits De Terreur Columbia Tristar Films Bande-Annonce,52 886,,,,,,,,,,,,,,,,,,,,,,
3393,2 Mais Qui A Tué Pamela Rose ? Bande-Annonce,325 920,,,,,,,,,,,,,,,,,,,,,,
3394,3 Le Bison (Et Sa Voisine Dorine) Pathé Bande-Annonce,203 090,,,,,,,,,,,,,,,,,,,,,,
3395,4 Self Control Columbia Tristar Films Bande-Annonce,130 676,,,,,,,,,,,,,,,,,,,,,,
3396,4 Basic Snd Bande-Annonce,167 702,,,,,,,,,,,,,,,,,,,,,,
3397,5 Un Homme À Part Metropolitan Filmexport Bande-Annonce,133 982,,,,,,,,,,,,,,,,,,,,,,
3398,7 28 Jours Plus Tard Ufd Bande-Annonce,95 134,,,,,,,,,,,,,,,,,,,,,,
3399,10 Les Côtelettes Europacorp Distribution Bande-Annonce,60 557,,,,,,,,,,,,,,,,,,,,,,
3400,2 Swimming Pool Mars Distribution Bande-Annonce,297 591,,,,,,,,,,,,,,,,,,,,,,
3401,6 Dogville Les Films Du Losange Bande-Annonce,122 090,,,,,,,,,,,,,,,,,,,,,,
3402,8 L'Expérience Metropolitan Filmexport Bande-Annonce,46 672,,,,,,,,,,,,,,,,,,,,,,
3403,1 Matrix Reloaded Warner Bros. France Bande-Annonce,2 112 676,,,,,,,,,,,,,,,,,,,,,,
3404,2 Fanfan La Tulipe Europacorp Distribution Bande-Annonce,473 568,,,,,,,,,,,,,,,,,,,,,,
3405,2 Gomez & Tavarès Snd Bande-Annonce,445 103,,,,,,,,,,,,,,,,,,,,,,
3406,3 Toutes Les Filles Sont Folles Vision Distribution Le Teaser,131 957,,,,,,,,,,,,,,,,,,,,,,
3407,9 Mission Alcatraz Columbia Tristar Films Bande-Annonce,74 810,,,,,,,,,,,,,,,,,,,,,,
3408,1 X-Men 2 Ufd Bande-Annonce,1 348 391,,,,,,,,,,,,,,,,,,,,,,
3409,6 Tristan Europacorp Distribution Bande-Annonce,122 201,,,,,,,,,,,,,,,,,,,,,,
3410,4 La Vie De David Gale United International Pictures (Uip) Bande-Annonce,194 002,,,,,,,,,,,,,,,,,,,,,,
3411,2 Bon Voyage Arp Sélection Bande-Annonce,312 793,,,,,,,,,,,,,,,,,,,,,,
3412,"3 Dreamcatcher, L'Attrape-Rêves Warner Bros. France Bande-Annonce",270 171,,,,,,,,,,,,,,,,,,,,,,
3413,7 Wanted Bac Films Bande-Annonce,179 597,,,,,,,,,,,,,,,,,,,,,,
3414,8 Il Est Plus Facile Pour Un Chameau... Gémini Films Bande-Annonce,123 412,,,,,,,,,,,,,,,,,,,,,,
3415,9 Fusion United International Pictures (Uip) Bande-Annonce,105 390,,,,,,,,,,,,,,,,,,,,,,
3416,10 Frida Tfm Distribution Bande-Annonce,102 767,,,,,,,,,,,,,,,,,,,,,,
3417,2 Destination Finale 2 Metropolitan Filmexport Bande-Annonce,333 830,,,,,,,,,,,,,,,,,,,,,,
3418,"4 Moi César, 10 Ans 1/2, 1,39 M Europacorp Distribution Bande-Annonce",272 361,,,,,,,,,,,,,,,,,,,,,,
3419,2 Le Coeur Des Hommes Bac Films Bande-Annonce,332 508,,,,,,,,,,,,,,,,,,,,,,
3420,5 Bienvenue Chez Les Rozes Tfm Distribution Bande-Annonce,144 758,,,,,,,,,,,,,,,,,,,,,,
3421,7 Laisse Tes Mains Sur Mes Hanches Arp Sélection Bande-Annonce,115 981,,,,,,,,,,,,,,,,,,,,,,
3422,8 Snowboarder Mars Distribution Bande-Annonce,113 333,,,,,,,,,,,,,,,,,,,,,,
3423,9 La Famille Delajungle Le Film United International Pictures (Uip) Bande-Annonce,96 786,,,,,,,,,,,,,,,,,,,,,,
3424,10 National Security Columbia Tristar Films Bande-Annonce,80 556,,,,,,,,,,,,,,,,,,,,,,
3425,3 Effroyables Jardins Ufd Bande-Annonce,308 054,,,,,,,,,,,,,,,,,,,,,,
3426,5 Traqué Ctv International Bande-Annonce,118 026,,,,,,,,,,,,,,,,,,,,,,
3427,6 Pinocchio Bande-Annonce,116 597,,,,,,,,,,,,,,,,,,,,,,
3428,10 Cypher Metropolitan Filmexport Bande-Annonce,71 998,,,,,,,,,,,,,,,,,,,,,,
3429,1 Chouchou Warner Bros. France Bande-Annonce,1 003 469,,,,,,,,,,,,,,,,,,,,,,
3430,2 Daredevil Ufd Bande-Annonce,534 365,,,,,,,,,,,,,,,,,,,,,,
3431,3 The Hours Tfm Distribution Bande-Annonce,190 274,,,,,,,,,,,,,,,,,,,,,,
3432,10 Loin Du Paradis Arp Sélection Bande-Annonce,63 022,,,,,,,,,,,,,,,,,,,,,,
3433,2 Coup De Foudre À Manhattan Columbia Tristar Films Bande-Annonce,463 509,,,,,,,,,,,,,,,,,,,,,,
3434,4 La 25Ème Heure Bande-Annonce,223 842,,,,,,,,,,,,,,,,,,,,,,
3435,6 Stupeur Et Tremblements Bac Films Bande-Annonce,165 596,,,,,,,,,,,,,,,,,,,,,,
3436,10 Les Lois De L'Attraction Metropolitan Filmexport Bande-Annonce,132 662,,,,,,,,,,,,,,,,,,,,,,
3437,"6 Ni Pour, Ni Contre (Bien Au Contraire) Bac Films Bande-Annonce",176 480,,,,,,,,,,,,,,,,,,,,,,
3438,7 Monsieur Schmidt Metropolitan Filmexport Bande-Annonce,162 803,,,,,,,,,,,,,,,,,,,,,,
3439,10 Pas Si Grave Pathé Bande-Annonce,99 583,,,,,,,,,,,,,,,,,,,,,,
3440,1 8 Mile United International Pictures (Uip) Bande-Annonce,922 854,,,,,,,,,,,,,,,,,,,,,,
3441,5 Chicago Tfm Distribution Bande-Annonce,358 350,,,,,,,,,,,,,,,,,,,,,,
3442,4 La Fleur Du Mal Carlotta Films Bande-Annonce,445 798,,,,,,,,,,,,,,,,,,,,,,
3443,7 L'Amour Sans Préavis Warner Bros. France Bande-Annonce,252 238,,,,,,,,,,,,,,,,,,,,,,
3444,8 Solaris Ufd Bande-Annonce,200 983,,,,,,,,,,,,,,,,,,,,,,
3445,10 Espion Et Demi Columbia Tristar Films Bande-Annonce,108 025,,,,,,,,,,,,,,,,,,,,,,
3446,1 Arrête-Moi Si Tu Peux United International Pictures (Uip) Bande-Annonce,1 137 654,,,,,,,,,,,,,,,,,,,,,,
3447,8 Monsieur N. Mars Distribution Bande-Annonce,116 340,,,,,,,,,,,,,,,,,,,,,,
3448,10 Petites Coupures Rezo Films Le Teaser,103 789,,,,,,,,,,,,,,,,,,,,,,
3449,2 La Beuze Pathé Bande-Annonce,728 928,,,,,,,,,,,,,,,,,,,,,,
3450,3 Le Livre De La Jungle 2 Bande-Annonce,623 111,,,,,,,,,,,,,,,,,,,,,,
3451,4 18 Ans Après Bac Films Bande-Annonce,567 231,,,,,,,,,,,,,,,,,,,,,,
3452,5 Le Cercle - The Ring United International Pictures (Uip) Bande-Annonce,238 526,,,,,,,,,,,,,,,,,,,,,,
3453,6 Mariage À La Grecque Metropolitan Filmexport Bande-Annonce,198 892,,,,,,,,,,,,,,,,,,,,,,
3454,8 The Magdalene Sisters Mars Distribution Bande-Annonce,124 266,,,,,,,,,,,,,,,,,,,,,,
3455,1 Taxi 3 Arp Sélection Bande-Annonce,2 251 493,,,,,,,,,,,,,,,,,,,,,,
3456,8 Sex Fans Des Sixties Ufd Bande-Annonce,69 529,,,,,,,,,,,,,,,,,,,,,,
