Unnamed: 0,Titre,Entrées,best_match,movie_boxoffice,movie_budget,movie_cast,movie_categories,movie_countries,movie_director,movie_id,movie_imdb_metascore,movie_imdb_nb_of_ratings,movie_imdb_popularity,movie_imdb_rating,movie_length,movie_original_title,movie_poster,movie_production_companies,movie_synopsis,movie_title,movie_url,movie_us_boxoffice,release_date,year
1688,1 Wolverine : Le Combat De L'Immortel Twentieth Century Fox France Bande-Annonce,1 029 033,,,,,,,,,,,,,,,,,,,,,,
1689,7 12 Heures Metropolitan Filmexport Bande-Annonce,82 858,,,,,,,,,,,,,,,,,,,,,,
1690,10 Le Jour Attendra Le Pacte Bande-Annonce,65 250,,,,,,,,,,,,,,,,,,,,,,
1691,1 Pacific Rim Warner Bros. France Bande-Annonce,510 094,,,,,,,,,,,,,,,,,,,,,,
1692,5 Paris À Tout Prix Gaumont Distribution Bande-Annonce,170 263,,,,,,,,,,,,,,,,,,,,,,
1693,1 Monstres Academy The Walt Disney Company France Bande-Annonce,587 446,,,,,,,,,,,,,,,,,,,,,,
1694,4 Le Grand Méchant Loup Mars Films Bande-Annonce,136 571,,,,,,,,,,,,,,,,,,,,,,
1695,6 Marius Pathé Bande-Annonce,125 081,,,,,,,,,,,,,,,,,,,,,,
1696,7 Crazy Joe Metropolitan Filmexport Bande-Annonce,95 660,,,,,,,,,,,,,,,,,,,,,,
1697,9 Fanny Pathé Bande-Annonce,49 438,,,,,,,,,,,,,,,,,,,,,,
1698,1 World War Z Paramount Pictures France Bande-Annonce,1 212 285,,,,,,,,,,,,,,,,,,,,,,
1699,4 Les Reines Du Ring Warner Bros. France Bande-Annonce,150 739,,,,,,,,,,,,,,,,,,,,,,
1700,5 Pour Une Femme Europacorp Distribution Bande-Annonce,113 065,,,,,,,,,,,,,,,,,,,,,,
1701,"1 Moi, Moche Et Méchant 2 Universal Pictures International France Bande-Annonce",1 418 855,,,,,,,,,,,,,,,,,,,,,,
1702,6 Les Stagiaires Twentieth Century Fox France Bande-Annonce,154 859,,,,,,,,,,,,,,,,,,,,,,
1703,10 Dark Skies Wild Bunch Distribution Bande-Annonce,114 775,,,,,,,,,,,,,,,,,,,,,,
1704,1 Man Of Steel Warner Bros. France Bande-Annonce,1 054 552,,,,,,,,,,,,,,,,,,,,,,
1705,2 Joséphine Ugc Distribution Bande-Annonce,232 325,,,,,,,,,,,,,,,,,,,,,,
1706,3 Les Beaux Jours Le Pacte Bande-Annonce,200 245,,,,,,,,,,,,,,,,,,,,,,
1707,6 Né Quelque Part Mars Films Bande-Annonce,150 067,,,,,,,,,,,,,,,,,,,,,,
1708,1 Star Trek Into Darkness Paramount Pictures France Bande-Annonce,433 073,,,,,,,,,,,,,,,,,,,,,,
1709,5 The Bling Ring Pathé Bande-Annonce,171 401,,,,,,,,,,,,,,,,,,,,,,
1710,6 La Grande Boucle Wild Bunch Distribution Bande-Annonce,131 010,,,,,,,,,,,,,,,,,,,,,,
1711,1 After Earth Sony Pictures Releasing France Bande-Annonce,548 418,,,,,,,,,,,,,,,,,,,,,,
1712,7 Demi-Soeur Studiocanal Bande-Annonce,106 307,,,,,,,,,,,,,,,,,,,,,,
1713,10 The Iceman Metropolitan Filmexport Bande-Annonce,54 356,,,,,,,,,,,,,,,,,,,,,,
1714,1 Very Bad Trip 3 Warner Bros. France Bande-Annonce,944 983,,,,,,,,,,,,,,,,,,,,,,
1715,8 The Call Ugc Distribution Bande-Annonce,94 501,,,,,,,,,,,,,,,,,,,,,,
1716,1 Fast & Furious 6 Universal Pictures International France Bande-Annonce,1 546 806,,,,,,,,,,,,,,,,,,,,,,
1717,2 Epic : La Bataille Du Royaume Secret Twentieth Century Fox France Bande-Annonce,413 571,,,,,,,,,,,,,,,,,,,,,,
1718,4 Only God Forgives Wild Side Films / Le Pacte Bande-Annonce,247 780,,,,,,,,,,,,,,,,,,,,,,
1719,9 Un Grand Mariage Metropolitan Filmexport Bande-Annonce,99 788,,,,,,,,,,,,,,,,,,,,,,
1720,1 Gatsby Le Magnifique Warner Bros. France Bande-Annonce,760 438,,,,,,,,,,,,,,,,,,,,,,
1721,4 Le Passé Memento Distribution Bande-Annonce,260 761,,,,,,,,,,,,,,,,,,,,,,
1722,6 Mama Universal Pictures International France Bande-Annonce,169 236,,,,,,,,,,,,,,,,,,,,,,
1723,6 Sous Surveillance Snd Bande-Annonce,181 427,,,,,,,,,,,,,,,,,,,,,,
1724,8 Trance Pathé Bande-Annonce,124 297,,,,,,,,,,,,,,,,,,,,,,
1725,10 Infiltré Metropolitan Filmexport Bande-Annonce,109 692,,,,,,,,,,,,,,,,,,,,,,
1726,7 Mud - Sur Les Rives Du Mississippi Ad Vitam Bande-Annonce,193 623,,,,,,,,,,,,,,,,,,,,,,
1727,8 Mohamed Dubois Wild Bunch Distribution Bande-Annonce,185 004,,,,,,,,,,,,,,,,,,,,,,
1728,9 Evil Dead Metropolitan Filmexport Bande-Annonce,170 913,,,,,,,,,,,,,,,,,,,,,,
1729,10 Upside Down Warner Bros. France Bande-Annonce,140 000,,,,,,,,,,,,,,,,,,,,,,
1730,1 Iron Man 3 The Walt Disney Company France Bande-Annonce,2 064 740,,,,,,,,,,,,,,,,,,,,,,
1731,5 L'Ecume Des Jours Studiocanal Bande-Annonce,391 386,,,,,,,,,,,,,,,,,,,,,,
1732,6 La Cage Dorée Pathé Bande-Annonce,288 750,,,,,,,,,,,,,,,,,,,,,,
1733,1 Les Profs Ugc Distribution Bande-Annonce,1 037 269,,,,,,,,,,,,,,,,,,,,,,
1734,5 Les Âmes Vagabondes Metropolitan Filmexport Bande-Annonce,219 775,,,,,,,,,,,,,,,,,,,,,,
1735,6 The Grandmaster Wild Bunch Distribution Bande-Annonce,168 364,,,,,,,,,,,,,,,,,,,,,,
1736,7 Parker Snd Bande-Annonce,124 735,,,,,,,,,,,,,,,,,,,,,,
1737,8 Promised Land Mars Films Bande-Annonce,103 525,,,,,,,,,,,,,,,,,,,,,,
1738,10 Tad L'Explorateur : A La Recherche De La Cité Perdue Studiocanal Bande-Annonce,87 908,,,,,,,,,,,,,,,,,,,,,,
1739,1 Oblivion Universal Pictures International France Bande-Annonce,598 132,,,,,,,,,,,,,,,,,,,,,,
1740,2 Les Croods Twentieth Century Fox France Bande-Annonce,500 528,,,,,,,,,,,,,,,,,,,,,,
1741,3 Mariage À L'Anglaise Studiocanal Bande-Annonce,178 208,,,,,,,,,,,,,,,,,,,,,,
1742,5 Des Gens Qui S'Embrassent Pathé Bande-Annonce,108 173,,,,,,,,,,,,,,,,,,,,,,
1743,9 Le Temps De L'Aventure Le Pacte Bande-Annonce,86 373,,,,,,,,,,,,,,,,,,,,,,
1744,2 Amour & Turbulences Universal Pictures International France Bande-Annonce,198 795,,,,,,,,,,,,,,,,,,,,,,
1745,3 Effets Secondaires Arp Sélection Bande-Annonce,198 310,,,,,,,,,,,,,,,,,,,,,,
1746,4 11.6 Wild Bunch Distribution Bande-Annonce,189 016,,,,,,,,,,,,,,,,,,,,,,
1747,9 Quartet Pyramide Distribution Bande-Annonce,110 743,,,,,,,,,,,,,,,,,,,,,,
1748,1 G.I. Joe : Conspiration Paramount Pictures France Bande-Annonce,437 058,,,,,,,,,,,,,,,,,,,,,,
1749,3 Jack Le Chasseur De Géants Warner Bros. France Bande-Annonce,300 004,,,,,,,,,,,,,,,,,,,,,,
1750,4 Les Amants Passagers Pathé Bande-Annonce,280 394,,,,,,,,,,,,,,,,,,,,,,
1751,10 Une Chanson Pour Ma Mère The Walt Disney Company France Bande-Annonce,91 129,,,,,,,,,,,,,,,,,,,,,,
1752,3 The Place Beyond The Pines Studiocanal Bande-Annonce,256 049,,,,,,,,,,,,,,,,,,,,,,
1753,5 La Chute De La Maison Blanche Snd Bande-Annonce,173 658,,,,,,,,,,,,,,,,,,,,,,
1754,6 Warm Bodies Metropolitan Filmexport Bande-Annonce,165 439,,,,,,,,,,,,,,,,,,,,,,
1755,1 Le Monde Fantastique D'Oz The Walt Disney Company France Bande-Annonce,788 437,,,,,,,,,,,,,,,,,,,,,,
1756,2 Jappeloup Pathé Bande-Annonce,761 958,,,,,,,,,,,,,,,,,,,,,,
1757,7 Cloud Atlas Warner Bros. France Bande-Annonce,202 952,,,,,,,,,,,,,,,,,,,,,,
1758,2 20 Ans D'Écart Europacorp Distribution Bande-Annonce,433 517,,,,,,,,,,,,,,,,,,,,,,
1759,3 Au Bout Du Conte Memento Distribution Le Teaser,369 847,,,,,,,,,,,,,,,,,,,,,,
1760,4 Hansel & Gretel : Witch Hunters Paramount Pictures France Bande-Annonce,357 266,,,,,,,,,,,,,,,,,,,,,,
1761,5 Spring Breakers Mars Films Bande-Annonce,277 968,,,,,,,,,,,,,,,,,,,,,,
1762,1 Boule & Bill Studiocanal Bande-Annonce,871 475,,,,,,,,,,,,,,,,,,,,,,
1763,2 Möbius Europacorp Distribution Bande-Annonce,506 674,,,,,,,,,,,,,,,,,,,,,,
1764,4 Sublimes Créatures Snd Bande-Annonce,438 226,,,,,,,,,,,,,,,,,,,,,,
1765,1 Die Hard : Belle Journée Pour Mourir Twentieth Century Fox France Bande-Annonce,830 130,,,,,,,,,,,,,,,,,,,,,,
1766,5 Chimpanzés The Walt Disney Company France Bande-Annonce,201 333,,,,,,,,,,,,,,,,,,,,,,
1767,6 La Vraie Vie Des Profs Universal Pictures International France Bande-Annonce,183 664,,,,,,,,,,,,,,,,,,,,,,
1768,1 Hôtel Transylvanie Sony Pictures Releasing France Bande-Annonce,427 257,,,,,,,,,,,,,,,,,,,,,,
1769,3 Flight Paramount Pictures France Bande-Annonce,274 127,,,,,,,,,,,,,,,,,,,,,,
1770,4 Turf Pathé Bande-Annonce,235 121,,,,,,,,,,,,,,,,,,,,,,
1771,9 Les Misérables Universal Pictures International France Bande-Annonce,127 909,,,,,,,,,,,,,,,,,,,,,,
1772,2 Gangster Squad Warner Bros. France Bande-Annonce,305 704,,,,,,,,,,,,,,,,,,,,,,
1773,8 Hitchcock Twentieth Century Fox France Bande-Annonce,128 371,,,,,,,,,,,,,,,,,,,,,,
1774,10 Wadjda Pretty Pictures Bande-Annonce,79 741,,,,,,,,,,,,,,,,,,,,,,
1775,2 Lincoln Twentieth Century Fox France Bande-Annonce,437 768,,,,,,,,,,,,,,,,,,,,,,
1776,3 Amitiés Sincères Snd Bande-Annonce,363 024,,,,,,,,,,,,,,,,,,,,,,
1777,4 Happiness Therapy Studiocanal Bande-Annonce,283 208,,,,,,,,,,,,,,,,,,,,,,
1778,9 Pas Très Normales Activités Paramount Pictures France Bande-Annonce,104 305,,,,,,,,,,,,,,,,,,,,,,
1779,10 7 Psychopathes Wild Side Films / Le Pacte Bande-Annonce,92 089,,,,,,,,,,,,,,,,,,,,,,
1780,3 Zero Dark Thirty Universal Pictures International France Bande-Annonce,237 214,,,,,,,,,,,,,,,,,,,,,,
1781,4 Max Warner Bros. France Bande-Annonce,222 339,,,,,,,,,,,,,,,,,,,,,,
1782,6 Le Dernier Rempart Metropolitan Filmexport Bande-Annonce,156 206,,,,,,,,,,,,,,,,,,,,,,
1783,8 Rue Mandar Wild Bunch Distribution Bande-Annonce,83 954,,,,,,,,,,,,,,,,,,,,,,
1784,10 Cookie Ugc Distribution Bande-Annonce,64 872,,,,,,,,,,,,,,,,,,,,,,
1785,1 Django Unchained Sony Pictures Releasing France Bande-Annonce,1 128 810,,,,,,,,,,,,,,,,,,,,,,
1786,2 Alceste À Bicyclette Pathé Bande-Annonce,301 129,,,,,,,,,,,,,,,,,,,,,,
1787,5 Un Prince (Presque) Charmant Europacorp Distribution Bande-Annonce,123 711,,,,,,,,,,,,,,,,,,,,,,
1788,7 The Master Metropolitan Filmexport Bande-Annonce,112 747,,,,,,,,,,,,,,,,,,,,,,
1789,7 Renoir Mars Films Bande-Annonce,180 014,,,,,,,,,,,,,,,,,,,,,,
1790,8 La Stratégie De La Poussette Studiocanal Bande-Annonce,160 229,,,,,,,,,,,,,,,,,,,,,,
1791,3 Jack Reacher Paramount Pictures France Bande-Annonce,642 306,,,,,,,,,,,,,,,,,,,,,,
1792,9 Possédée Metropolitan Filmexport Bande-Annonce,177 224,,,,,,,,,,,,,,,,,,,,,,
1793,10 L'Homme Qui Rit Europacorp Distribution Bande-Annonce,143 987,,,,,,,,,,,,,,,,,,,,,,
1794,2 De L'Autre Côté Du Périph Mars Films Bande-Annonce,558 144,,,,,,,,,,,,,,,,,,,,,,
1795,3 L'Odyssée De Pi Twentieth Century Fox France Bande-Annonce,426 112,,,,,,,,,,,,,,,,,,,,,,
1796,10 Main Dans La Main Wild Bunch Distribution Bande-Annonce,103 165,,,,,,,,,,,,,,,,,,,,,,
1797,1 Le Hobbit : Un Voyage Inattendu Warner Bros. France Bande-Annonce,1 434 119,,,,,,,,,,,,,,,,,,,,,,
1798,4 Mes Héros Pathé Bande-Annonce,203 694,,,,,,,,,,,,,,,,,,,,,,
1799,5 Ernest Et Célestine Studiocanal Bande-Annonce,170 049,,,,,,,,,,,,,,,,,,,,,,
1800,7 Cogan : Killing Them Softly Metropolitan Filmexport Bande-Annonce,125 555,,,,,,,,,,,,,,,,,,,,,,
1801,8 Anna Karenine Universal Pictures International France Bande-Annonce,106 900,,,,,,,,,,,,,,,,,,,,,,
1802,3 Populaire Mars Films Bande-Annonce,406 295,,,,,,,,,,,,,,,,,,,,,,
1803,7 Silent Hill : Révélation 3D Metropolitan Filmexport Bande-Annonce,130 355,,,,,,,,,,,,,,,,,,,,,,
1804,9 Niko Le Petit Renne 2 Bac Films Bande-Annonce,114 702,,,,,,,,,,,,,,,,,,,,,,
1805,3 Thérèse Desqueyroux Ugc Distribution Bande-Annonce,228 534,,,,,,,,,,,,,,,,,,,,,,
1806,4 The Impossible Snd Bande-Annonce,223 832,,,,,,,,,,,,,,,,,,,,,,
1807,6 Comme Des Frères Stone Angels Bande-Annonce,154 012,,,,,,,,,,,,,,,,,,,,,,
1808,8 Une Nouvelle Chance Warner Bros. France Bande-Annonce,134 985,,,,,,,,,,,,,,,,,,,,,,
1809,10 Royal Affair Jour 2 Fête / Chrysalis Films Bande-Annonce,81 405,,,,,,,,,,,,,,,,,,,,,,
1810,1 Twilight - Chapitre 5 : Révélation 2E Partie Snd Bande-Annonce,2 409 923,,,,,,,,,,,,,,,,,,,,,,
1811,4 Le Capital Mars Films Bande-Annonce,202 565,,,,,,,,,,,,,,,,,,,,,,
1812,3 Nous York Pathé Bande-Annonce,373 432,,,,,,,,,,,,,,,,,,,,,,
1813,4 Argo Warner Bros. France Bande-Annonce,365 701,,,,,,,,,,,,,,,,,,,,,,
1814,9 Sinister Wild Bunch Distribution Bande-Annonce,204 017,,,,,,,,,,,,,,,,,,,,,,
1815,4 Un Plan Parfait Universal Pictures International France Bande-Annonce,609 755,,,,,,,,,,,,,,,,,,,,,,
1816,6 Looper Snd Bande-Annonce,424 568,,,,,,,,,,,,,,,,,,,,,,
1817,8 Frankenweenie The Walt Disney Company France Bande-Annonce,326 230,,,,,,,,,,,,,,,,,,,,,,
1818,1 Skyfall Sony Pictures Releasing France Bande-Annonce,1 839 220,,,,,,,,,,,,,,,,,,,,,,
1819,3 Stars 80 Warner Bros. France Bande-Annonce,526 445,,,,,,,,,,,,,,,,,,,,,,
1820,7 Amour Les Films Du Losange Bande-Annonce,214 179,,,,,,,,,,,,,,,,,,,,,,
1821,1 Astérix Et Obélix : Au Service De Sa Majesté Wild Bunch Distribution Bande-Annonce,1 132 279,,,,,,,,,,,,,,,,,,,,,,
1822,7 Bachelorette Mars Films Bande-Annonce,101 311,,,,,,,,,,,,,,,,,,,,,,
1823,8 Paperboy Metropolitan Filmexport Bande-Annonce,92 532,,,,,,,,,,,,,,,,,,,,,,
1824,2 Ted Universal Pictures International France Bande-Annonce,418 035,,,,,,,,,,,,,,,,,,,,,,
1825,3 Dans La Maison Mars Films Bande-Annonce,403 162,,,,,,,,,,,,,,,,,,,,,,
1826,5 Clochette Et Le Secret Des Fées The Walt Disney Company France Bande-Annonce,260 050,,,,,,,,,,,,,,,,,,,,,,
1827,7 Tous Les Espoirs Sont Permis Metropolitan Filmexport Bande-Annonce,127 872,,,,,,,,,,,,,,,,,,,,,,
1828,1 Taken 2 Europacorp Distribution Bande-Annonce,1 231 066,,,,,,,,,,,,,,,,,,,,,,
1829,3 Kirikou Et Les Hommes Et Les Femmes Studiocanal Bande-Annonce,227 806,,,,,,,,,,,,,,,,,,,,,,
1830,9 Do Not Disturb Ugc Distribution Bande-Annonce,76 708,,,,,,,,,,,,,,,,,,,,,,
1831,2 Resident Evil: Retribution Metropolitan Filmexport Bande-Annonce,265 993,,,,,,,,,,,,,,,,,,,,,,
1832,4 Savages Pathé Bande-Annonce,216 929,,,,,,,,,,,,,,,,,,,,,,
1833,7 Le Magasin Des Suicides Arp Sélection Bande-Annonce,125 124,,,,,,,,,,,,,,,,,,,,,,
1834,9 Vous N'Avez Encore Rien Vu Studiocanal Bande-Annonce,71 849,,,,,,,,,,,,,,,,,,,,,,
1835,1 Jason Bourne : L'Héritage Universal Pictures International France Bande-Annonce,485 799,,,,,,,,,,,,,,,,,,,,,,
1836,2 Les Saveurs Du Palais Wild Bunch Distribution Bande-Annonce,316 810,,,,,,,,,,,,,,,,,,,,,,
1837,5 Les Seigneurs Warner Bros. France Bande-Annonce,106 416,,,,,,,,,,,,,,,,,,,,,,
1838,7 Quelques Heures De Printemps Diaphana Distribution Bande-Annonce,100 221,,,,,,,,,,,,,,,,,,,,,,
1839,2 Des Hommes Sans Loi Metropolitan Filmexport Bande-Annonce,195 628,,,,,,,,,,,,,,,,,,,,,,
1840,5 Voisins Du Troisième Type Twentieth Century Fox France Bande-Annonce,130 825,,,,,,,,,,,,,,,,,,,,,,
1841,2 The Secret Snd Bande-Annonce,208 628,,,,,,,,,,,,,,,,,,,,,,
1842,3 Cherchez Hortense Le Pacte Bande-Annonce,173 443,,,,,,,,,,,,,,,,,,,,,,
1843,4 Le Guetteur Studiocanal Bande-Annonce,122 224,,,,,,,,,,,,,,,,,,,,,,
1844,10 Premium Rush Sony Pictures Releasing France Bande-Annonce,67 023,,,,,,,,,,,,,,,,,,,,,,
1845,1 Expendables 2: Unité Spéciale Metropolitan Filmexport Bande-Annonce,935 219,,,,,,,,,,,,,,,,,,,,,,
1846,5 Associés Contre Le Crime... Studiocanal Bande-Annonce,208 173,,,,,,,,,,,,,,,,,,,,,,
1847,10 L'Étrange Pouvoir De Norman Universal Pictures International France Bande-Annonce,137 124,,,,,,,,,,,,,,,,,,,,,,
1848,1 Total Recall Mémoires Programmées Sony Pictures Releasing France Bande-Annonce,551 476,,,,,,,,,,,,,,,,,,,,,,
1849,4 Sammy 2 Studiocanal Bande-Annonce,227 490,,,,,,,,,,,,,,,,,,,,,,
1850,7 Magic Mike Arp Sélection Bande-Annonce,132 498,,,,,,,,,,,,,,,,,,,,,,
1851,8 Cornouaille Ugc Distribution Bande-Annonce,128 162,,,,,,,,,,,,,,,,,,,,,,
1852,3 Sexy Dance 4 Universal Pictures International France Bande-Annonce,379 617,,,,,,,,,,,,,,,,,,,,,,
1853,4 Abraham Lincoln : Chasseur De Vampires Twentieth Century Fox France Bande-Annonce,246 009,,,,,,,,,,,,,,,,,,,,,,
1854,6 Jusqu'À Ce Que La Fin Du Monde Nous Sépare Snd Bande-Annonce,69 082,,,,,,,,,,,,,,,,,,,,,,
1855,8 My Best Men Pyramide Distribution Bande-Annonce,60 783,,,,,,,,,,,,,,,,,,,,,,
1856,10 Friends With Kids Metropolitan Filmexport Bande-Annonce,65 517,,,,,,,,,,,,,,,,,,,,,,
1857,1 The Dark Knight Rises Warner Bros. France Bande-Annonce,1 835 547,,,,,,,,,,,,,,,,,,,,,,
1858,3 Le Lorax Universal Pictures International France Bande-Annonce,242 645,,,,,,,,,,,,,,,,,,,,,,
1859,7 Paris Manhattan Snd,106 736,,,,,,,,,,,,,,,,,,,,,,
1860,8 Effraction Metropolitan Filmexport Bande-Annonce,101 567,,,,,,,,,,,,,,,,,,,,,,
1861,6 Mains Armées Mars Films Bande-Annonce,184 765,,,,,,,,,,,,,,,,,,,,,,
1862,10 Piégée Ugc Distribution Bande-Annonce,92 437,,,,,,,,,,,,,,,,,,,,,,
1863,2 The Amazing Spider-Man Sony Pictures Releasing France Bande-Annonce,1 083 208,,,,,,,,,,,,,,,,,,,,,,
1864,5 To Rome With Love Mars Films Bande-Annonce,236 378,,,,,,,,,,,,,,,,,,,,,,
1865,1 L'Âge De Glace : La Dérive Des Continents Twentieth Century Fox France Bande-Annonce,1 767 490,,,,,,,,,,,,,,,,,,,,,,
1866,2 Un Bonheur N'Arrive Jamais Seul Pathé Bande-Annonce,546 052,,,,,,,,,,,,,,,,,,,,,,
1867,6 La Part Des Anges Le Pacte Bande-Annonce,171 832,,,,,,,,,,,,,,,,,,,,,,
1868,7 Safe Wild Bunch Distribution Bande-Annonce,141 043,,,,,,,,,,,,,,,,,,,,,,
1869,9 Starbuck Diaphana Distribution Bande-Annonce,101 512,,,,,,,,,,,,,,,,,,,,,,
1870,3 The Dictator Paramount Pictures France Bande-Annonce,411 656,,,,,,,,,,,,,,,,,,,,,,
1871,4 Adieu Berthe Ou L'Enterrement De Mémé Ugc Distribution Bande-Annonce,265 725,,,,,,,,,,,,,,,,,,,,,,
1872,5 Ce Qui Vous Attend Si Vous Attendez Un Enfant Metropolitan Filmexport Bande-Annonce,210 052,,,,,,,,,,,,,,,,,,,,,,
1873,9 The Raid Snd Bande-Annonce,117 503,,,,,,,,,,,,,,,,,,,,,,
1874,1 Blanche-Neige Et Le Chasseur Universal Pictures International France Bande-Annonce,706 260,,,,,,,,,,,,,,,,,,,,,,
1875,6 Bienvenue Parmi Nous Studiocanal Bande-Annonce,100 361,,,,,,,,,,,,,,,,,,,,,,
1876,5 Le Grand Soir Ad Vitam Bande-Annonce,185 066,,,,,,,,,,,,,,,,,,,,,,
1877,6 21 Jump Street Sony Pictures Releasing France Bande-Annonce,144 955,,,,,,,,,,,,,,,,,,,,,,
1878,9 Arrête De Pleurer Pénélope Snd Bande-Annonce,96 020,,,,,,,,,,,,,,,,,,,,,,
1879,1 Prometheus Twentieth Century Fox France Bande-Annonce,812 356,,,,,,,,,,,,,,,,,,,,,,
1880,10 Les Femmes Du Bus 678 Pyramide Distribution Bande-Annonce,61 176,,,,,,,,,,,,,,,,,,,,,,
1881,1 Men In Black Iii Sony Pictures Releasing France Bande-Annonce,802 879,,,,,,,,,,,,,,,,,,,,,,
1882,6 Sur La Route Mk2 Diffusion Bande-Annonce,150 754,,,,,,,,,,,,,,,,,,,,,,
1883,7 Cosmopolis Stone Angels Bande-Annonce,134 570,,,,,,,,,,,,,,,,,,,,,,
1884,1 De Rouille Et D'Os Ugc Distribution Bande-Annonce,651 578,,,,,,,,,,,,,,,,,,,,,,
1885,6 Moonrise Kingdom Studiocanal Bande-Annonce,212 003,,,,,,,,,,,,,,,,,,,,,,
1886,7 Je Te Promets - The Vow Sony Pictures Releasing France Bande-Annonce,153 285,,,,,,,,,,,,,,,,,,,,,,
1887,1 Dark Shadows Warner Bros. France Bande-Annonce,676 890,,,,,,,,,,,,,,,,,,,,,,
1888,5 Street Dance 2 [3D] Metropolitan Filmexport Bande-Annonce,141 968,,,,,,,,,,,,,,,,,,,,,,
1889,6 Maman Wild Bunch Distribution Le Teaser,116 694,,,,,,,,,,,,,,,,,,,,,,
1890,7 Indian Palace Twentieth Century Fox France Bande-Annonce,101 379,,,,,,,,,,,,,,,,,,,,,,
1891,2 American Pie 4 Universal Pictures International France Bande-Annonce,829 241,,,,,,,,,,,,,,,,,,,,,,
1892,6 Dépression Et Des Potes Studiocanal Bande-Annonce,183 898,,,,,,,,,,,,,,,,,,,,,,
1893,7 La Cabane Dans Les Bois Metropolitan Filmexport Bande-Annonce,154 872,,,,,,,,,,,,,,,,,,,,,,
1894,8 Margin Call Arp Sélection Bande-Annonce,130 532,,,,,,,,,,,,,,,,,,,,,,
1895,9 Sans Issue Snd Bande-Annonce,94 055,,,,,,,,,,,,,,,,,,,,,,
1896,10 Barbara Pyramide Distribution Bande-Annonce,85 620,,,,,,,,,,,,,,,,,,,,,,
1897,1 Avengers The Walt Disney Company France Bande-Annonce,2 041 362,,,,,,,,,,,,,,,,,,,,,,
1898,2 Le Prénom Pathé Bande-Annonce,1 086 313,,,,,,,,,,,,,,,,,,,,,,
1899,4 Les Vacances De Ducobu Ugc Distribution Bande-Annonce,532 593,,,,,,,,,,,,,,,,,,,,,,
1900,3 Lock Out Europacorp Distribution Bande-Annonce,285 441,,,,,,,,,,,,,,,,,,,,,,
1901,4 Nouveau Départ Twentieth Century Fox France Bande-Annonce,264 147,,,,,,,,,,,,,,,,,,,,,,
1902,2 Battleship Universal Pictures International France Bande-Annonce,567 346,,,,,,,,,,,,,,,,,,,,,,
1903,4 Blanche Neige Metropolitan Filmexport Bande-Annonce,310 673,,,,,,,,,,,,,,,,,,,,,,
1904,6 Radiostars Mars Films Bande-Annonce,242 243,,,,,,,,,,,,,,,,,,,,,,
1905,8 Le Roi Lion Gaumont Buena Vista International (Gbvi) Bande-Annonce,210 904,,,,,,,,,,,,,,,,,,,,,,
1906,1 Sur La Piste Du Marsupilami Pathé Bande-Annonce,1 728 270,,,,,,,,,,,,,,,,,,,,,,
1907,2 Titanic The Walt Disney Company France Bande-Annonce,498 212,,,,,,,,,,,,,,,,,,,,,,
1908,7 [Rec]³ Génesis Wild Side Films / Le Pacte Bande-Annonce,190 352,,,,,,,,,,,,,,,,,,,,,,
1909,1 Mince Alors ! Ugc Distribution Bande-Annonce,365 886,,,,,,,,,,,,,,,,,,,,,,
1910,2 La Colère Des Titans Warner Bros. France Bande-Annonce,363 480,,,,,,,,,,,,,,,,,,,,,,
1911,"6 Les Pirates ! Bons À Rien, Mauvais En Tout Sony Pictures Releasing France Bande-Annonce",175 826,,,,,,,,,,,,,,,,,,,,,,
1912,7 2 Days In New York Rezo Films Le Teaser,144 635,,,,,,,,,,,,,,,,,,,,,,
1913,10 Young Adult Paramount Pictures France Bande-Annonce,84 715,,,,,,,,,,,,,,,,,,,,,,
1914,1 Hunger Games Metropolitan Filmexport Bande-Annonce,509 426,,,,,,,,,,,,,,,,,,,,,,
1915,4 Target Twentieth Century Fox France Bande-Annonce,186 074,,,,,,,,,,,,,,,,,,,,,,
1916,5 L'Oncle Charles Pathé Bande-Annonce,183 648,,,,,,,,,,,,,,,,,,,,,,
1917,6 Les Adieux À La Reine Ad Vitam Bande-Annonce,165 380,,,,,,,,,,,,,,,,,,,,,,
1918,1 Cloclo Studiocanal Bande-Annonce,1 006 479,,,,,,,,,,,,,,,,,,,,,,
1919,2 Projet X Warner Bros. France Bande-Annonce,645 681,,,,,,,,,,,,,,,,,,,,,,
1920,5 La Dame En Noir Metropolitan Filmexport Bande-Annonce,272 453,,,,,,,,,,,,,,,,,,,,,,
1921,10 30° Couleur Mars Films Bande-Annonce,104 794,,,,,,,,,,,,,,,,,,,,,,
1922,2 John Carter The Walt Disney Company France Bande-Annonce,475 960,,,,,,,,,,,,,,,,,,,,,,
1923,4 Comme Un Chef Gaumont Distribution Bande-Annonce,171 863,,,,,,,,,,,,,,,,,,,,,,
1924,6 Nos Plus Belles Vacances Pathé Bande-Annonce,138 820,,,,,,,,,,,,,,,,,,,,,,
1925,8 A L'Aveugle Europacorp Distribution Bande-Annonce,129 632,,,,,,,,,,,,,,,,,,,,,,
1926,1 Les Infidèles Mars Films Bande-Annonce,1 082 028,,,,,,,,,,,,,,,,,,,,,,
1927,8 Le Territoire Des Loups Metropolitan Filmexport Bande-Annonce,176 547,,,,,,,,,,,,,,,,,,,,,,
